date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-07-06 19:52:42,779377.374977951,3.0,1.57,1955,62012,1.2,0,0,4,1711,319,1951,1659,20216 12th Ave NW,Federal Way,WA 98108,USA
2014-05-20 11:45:56,630048.8777541819,3.0,1.24,1369,61967,1.1,0,1,3,1248,246,1915,1564,15421 SE 4th Pl,Maple Valley,WA 98070,USA
2014-07-07 20:24:22,800907.1943616837,4.0,2.51,2946,14770,1.8,0,1,3,2623,543,1958,816,5529 Wallingford Ave N,Seattle,WA 98058,USA
2014-05-09 10:02:18,2789439.064049243,2.0,1.68,2350,29469,1.7,0,0,4,2961,37,1941,1591,11221 Palatine Ave N,Seattle,WA 98029,USA
2014-05-09 18:13:07,230586.79415971963,3.0,2.6,2491,13684,1.3,0,0,4,1098,1600,1989,520,11048 21st Ave SW,Seattle,WA 98115,USA
2014-05-17 17:42:42,1359169.6064528886,4.0,2.56,2316,30560,1.5,0,0,4,1279,908,1967,840,2172 NE Noble St,Seattle,WA 98034,USA
2014-05-13 09:22:33,302316.69353408966,3.0,2.84,1840,58845,1.3,0,0,3,2234,74,2008,985,28412 SE 43rd St,Sammamish,WA 98136,USA
2014-06-01 23:18:08,243339.9287394868,5.0,3.13,2615,23487,1.9,0,1,5,2023,446,1932,181,7730 33rd Ave NW,Seattle,WA 98092,USA
2014-06-16 22:05:59,2550228.0333115617,4.0,2.69,4468,89324,1.6,0,2,3,3557,870,1969,1329,3704 NE 14th St,Des Moines,WA 98045,USA
2014-06-13 19:39:51,641125.7900139374,3.0,2.22,1726,38108,1.6,0,1,3,1581,303,1945,230,5725 251st Ct NE,Issaquah,WA 98059,USA
2014-07-04 12:58:40,119620.7913252692,2.0,1.37,835,25045,2.3,0,0,3,1406,63,1946,1612,454 S 190th St,Renton,WA 98125,USA
2014-06-07 16:31:02,67420.016918663,1.0,0.22,416,35345,1.0,0,0,5,385,221,1902,257,901 N 97th St,Seattle,WA 98117,USA
2014-06-26 03:00:06,325447.200411246,3.0,2.04,2145,64573,1.7,0,0,2,2357,66,2010,1298,1571 237th Ct NE,Mercer Island,WA 98056,USA
2014-06-24 16:05:03,888839.0441119507,4.0,2.83,1849,8055,1.9,0,1,2,2061,89,1954,1768,4422 Woodlawn Ave N,Seattle,WA 98077,USA
2014-07-01 09:15:23,446423.4740023324,2.0,1.66,1987,57357,1.3,0,1,5,1651,461,1958,1382,9126 45th Ave SW,Bellevue,WA 98033,USA
2014-06-02 14:45:37,736907.9529560837,5.0,3.49,4458,92245,1.5,0,0,3,4130,449,1997,148,3637 Phinney Ave N,Duvall,WA 98038,USA
2014-06-05 10:27:09,670936.1159035992,2.0,0.75,900,26963,1.1,0,1,3,569,478,1932,1707,2025 W St NW,Issaquah,WA 98178,USA
2014-05-31 09:01:22,1226571.625297928,3.0,2.05,2416,47519,2.2,0,1,3,2513,196,2002,1708,7524 34th Ave NW,Snoqualmie,WA 98058,USA
2014-05-17 20:17:43,1221801.018955556,2.0,1.34,1193,3988,1.5,0,1,3,853,453,1953,1083,3611 NE 137th St,Seattle,WA 98007,USA
2014-05-11 20:50:46,251144.9875725993,2.0,2.51,1397,22054,1.5,0,1,3,1158,294,1979,1155,18905 240th Ave NE,Renton,WA 98177,USA
2014-07-02 00:20:53,640848.6722352422,3.0,0.42,521,20224,1.2,0,0,4,443,427,1950,1000,1015 SW 150th St,Seattle,WA 98059,USA
2014-05-22 05:55:02,395006.2931039557,2.0,2.58,1874,11487,1.4,0,0,3,1991,248,1995,302,13987 SE 2nd St,Seattle,WA 98103,USA
2014-06-03 13:17:09,1347843.233188658,3.0,2.38,1442,11806,1.1,0,0,3,958,413,1978,1452,3617 NE 12th St,Kent,WA 98023,USA
2014-06-23 12:00:32,453346.5708912618,3.0,3.07,2930,16035,2.1,0,0,1,3456,56,1995,1874,26712 186th Ave SE,Kirkland,WA 98052,USA
2014-05-02 04:03:27,354223.1627993604,4.0,2.08,2102,14463,1.0,0,1,4,1341,762,1939,1369,27645 236th Ct SE,Kent,WA 98126,USA
2014-06-25 12:08:39,296420.3117659851,4.0,2.09,2302,7912,1.1,0,1,4,1094,1335,2001,380,124 NE 60th St,Seattle,WA 98065,USA
2014-06-12 16:28:56,1038655.3910274404,2.0,1.04,1201,14384,1.3,0,0,5,1408,184,1963,1785,5011 SW Dawson St,Seattle,WA 98053,USA
2014-06-05 12:13:36,1354738.4832263794,4.0,2.6,3189,53670,2.3,0,2,4,3158,220,1977,712,8336 Avalon Dr,Des Moines,WA 98178,USA
2014-06-18 20:22:56,548286.3988194183,2.0,1.3,385,1074,1.1,0,1,4,487,10,1956,771,13905 184th Ave NE,Seattle,WA 98116,USA
2014-05-31 23:20:08,296316.2530997138,4.0,3.34,2377,61394,1.1,0,2,3,1920,579,2000,289,605 N 178th St,Kenmore,WA 98115,USA
2014-06-26 07:22:52,1434237.6719929378,5.0,2.25,2911,42484,1.2,0,1,3,1941,803,1940,61,7340 35th Ave SW,Seattle,WA 98045,USA
2014-05-31 23:14:18,1236751.3925285432,5.0,3.3,3301,23484,2.5,0,1,5,2843,559,2009,39,4520 Sunnyside Ave N,Des Moines,WA 98148,USA
2014-05-24 18:50:13,947427.8096990484,6.0,3.47,2747,65509,1.3,0,0,3,1971,811,1972,1411,1422 S 282nd Pl,Seattle,WA 98146,USA
2014-06-03 05:24:32,1450863.612013736,3.0,1.49,2335,12286,1.6,0,1,4,1830,441,1987,853,30221 8th Ave S,Renton,WA 98059,USA
2014-05-05 07:02:18,737267.8735883213,5.0,2.18,3251,35000,1.7,0,1,4,2415,642,1926,709,10637 SE 29th St,Shoreline,WA 98155,USA
2014-06-13 10:54:51,61334.21831025012,2.0,0.67,624,40744,1.0,0,0,4,482,293,1928,518,2496-2598 S 121st St,Redmond,WA 98024,USA
2014-06-23 10:49:51,1596323.39051725,4.0,2.71,3514,31495,1.4,0,1,4,2561,711,1913,1968,2520 Medina Cir,Federal Way,WA 98117,USA
2014-06-16 19:00:58,1967246.299860217,5.0,2.28,2141,25077,1.2,0,1,5,1061,1112,1910,1652,13440 NE 148th St,Seattle,WA 98040,USA
2014-05-22 12:05:12,781476.619016248,3.0,0.28,1570,4394,1.1,0,0,4,749,1030,1938,601,4902 12th Ave S,Seattle,WA 98115,USA
2014-06-19 08:16:06,555711.6199368979,3.0,1.05,502,13428,1.4,0,0,4,544,98,1940,1669,804 12th St NE,Seattle,WA 98117,USA
2014-05-14 04:10:06,520213.3495919962,6.0,3.49,3184,25744,1.5,0,0,3,2798,361,1943,811,1048 Redmond Ave NE,Pacific,WA 98198,USA
2014-05-07 16:08:54,313724.368481466,3.0,1.94,2318,117150,1.1,0,0,4,2213,289,1970,451,105 SW 129th St,Snoqualmie,WA 98155,USA
2014-06-24 23:53:40,1557340.9482128434,3.0,1.44,1244,61349,1.2,0,0,4,1203,155,1994,96,14937 57th Ave S,Redmond,WA 98117,USA
2014-06-27 10:27:08,138347.01877136173,3.0,1.13,1416,22525,1.1,0,0,3,1078,314,1982,1734,22736 129th Pl SE,Federal Way,WA 98177,USA
2014-05-15 19:25:59,104514.36306262034,4.0,1.77,1544,44490,1.6,0,1,3,1414,289,1993,506,30221 8th Ave S,Federal Way,WA 98059,USA
2014-06-09 06:58:04,469835.4062573458,4.0,2.06,1918,31344,1.9,0,0,4,1900,349,1995,328,32702 NE 202nd St,Snoqualmie,WA 98133,USA
2014-05-27 20:13:54,306621.4860359391,3.0,1.75,722,3945,1.0,0,1,4,506,385,1905,1733,1820 24th Ave,Seattle,WA 98117,USA
2014-05-07 21:51:05,375383.4487971796,2.0,1.46,1277,41723,1.2,0,0,3,1044,281,1923,1296,723 N 105th St,Seattle,WA 98058,USA
2014-06-16 03:35:14,154865.57114075733,3.0,1.91,2355,60119,1.0,0,0,4,1619,720,1931,1508,3405 SW Seola Ln,Seattle,WA 98027,USA
2014-05-12 11:00:51,345604.7308220338,2.0,1.05,786,7436,1.1,0,2,4,580,369,1960,1180,16314 NE 46th St,Seattle,WA 98118,USA
2014-05-30 22:27:40,741793.4129604106,2.0,1.98,1398,53541,2.1,0,0,4,1460,171,1909,1178,24610 SE 45th Way,Seattle,WA 98033,USA
2014-05-25 07:58:03,230883.41447552244,2.0,1.52,823,23783,1.3,0,1,4,1019,123,1912,663,12108 NE 106th Pl,Seattle,WA 98126,USA
2014-05-28 22:12:14,418883.86376927374,2.0,1.78,1724,10827,1.8,0,1,3,1763,159,1961,1090,34010 SE Sorenson St,Seattle,WA 98092,USA
2014-05-22 06:18:46,249459.45967031896,2.0,2.03,1493,36129,3.0,0,0,2,2142,19,2011,1198,404 SW 197th St,Kenmore,WA 98040,USA
2014-07-05 20:50:45,239735.9342224413,4.0,1.18,1991,36675,1.2,0,0,4,1658,452,2012,1749,766 Union Ave NE,Woodinville,WA 98166,USA
2014-05-13 10:43:04,1829852.776622632,4.0,2.68,2723,644,1.5,0,1,4,1217,1563,1982,196,4816 S 277th Pl,Seattle,WA 98103,USA
2014-06-11 03:17:25,249018.27976455272,4.0,2.68,1850,39169,1.4,0,0,2,2106,157,2000,1784,2504 225th Pl NE,SeaTac,WA 98115,USA
2014-07-08 09:17:10,284069.9975483245,2.0,1.28,593,10167,1.3,0,0,5,444,909,1901,973,6701 81st Ave SE,Seattle,WA 98023,USA
2014-06-03 04:37:57,788049.4823749457,2.0,2.36,1970,48171,1.7,0,0,3,2178,130,2001,457,14008 81st Ave NE,Kent,WA 98177,USA
2014-06-23 22:10:24,2480072.8742008707,3.0,2.73,3292,31968,2.1,0,1,2,3762,114,2010,561,12468 240th Pl NE,Mercer Island,WA 98033,USA
2014-06-29 16:48:17,585321.8492847779,4.0,3.08,2239,14491,1.8,0,1,3,2581,126,2004,152,219 NW 56th St,Renton,WA 98198,USA
2014-06-25 01:46:30,607836.8166476905,3.0,2.12,1332,2971,2.2,0,0,2,2445,3,1998,728,2304 N 44th St,Seattle,WA 98056,USA
2014-06-08 09:56:38,1118263.8188664566,5.0,2.43,3312,21482,1.8,0,0,4,3020,402,1993,425,25921-25929 35th Pl S,Kent,WA 98006,USA
2014-06-10 12:36:25,1079204.5979652742,3.0,1.46,617,24423,1.2,0,1,3,637,204,2008,9,32215 E Rutherford St,Maple Valley,WA 98115,USA
2014-06-26 19:58:45,450245.7646955616,3.0,1.96,1991,26535,1.4,0,1,4,901,965,1964,918,7703 S 128th St,Kent,WA 98178,USA
2014-05-18 11:37:11,110591.1845147206,3.0,1.23,2103,8629,1.6,0,2,4,1576,616,1903,969,7311 Silent Creek Ave SE,Seattle,WA 98028,USA
2014-06-20 02:56:11,167984.8426227086,4.0,2.15,1425,19648,1.6,0,0,4,1057,976,1939,1770,37128 19th Way S,Seattle,WA 98133,USA
2014-05-11 23:38:57,296640.9834985184,4.0,1.79,1938,14176,1.6,0,1,3,966,1058,1943,1102,15821 4th Ave SW,Renton,WA 98038,USA
2014-05-23 05:07:02,290249.73560566915,5.0,3.8,2920,38210,2.6,0,1,3,2373,590,1982,944,11125 115th Ave NE,Sammamish,WA 98047,USA
2014-05-20 00:54:39,1157741.2221178345,3.0,2.3,1497,2974,2.3,0,1,4,1371,348,1913,196,10068 NE 142nd Pl,Seattle,WA 98003,USA
2014-05-09 23:54:27,2079056.8504454987,4.0,3.2,2457,7474,2.0,0,1,3,1618,875,1980,750,20555 NE 27th Pl,Seattle,WA 98155,USA
2014-05-29 23:37:09,935015.328583396,4.0,2.8,3092,56154,1.2,0,0,3,2596,364,1987,203,29140 43rd Ave S,Shoreline,WA 98057,USA
2014-06-29 00:36:59,947258.0579086952,4.0,2.45,2244,4136,2.1,0,0,2,1717,537,2000,1575,16126 SE 249th Pl,Seattle,WA 98092,USA
2014-05-25 04:29:40,49798.25756494628,1.0,0.89,741,9645,1.1,0,1,4,508,593,1952,391,1125 270th Pl SE,Seattle,WA 98105,USA
2014-05-27 23:24:43,414303.860703062,5.0,2.64,2279,36337,1.6,0,0,4,2327,285,1996,802,2086 Market St,Seattle,WA 98052,USA
2014-06-08 02:38:13,2368729.463346376,2.0,2.04,1678,10625,1.3,0,0,4,1226,417,1960,1533,7043 Mary Ave NW,Seattle,WA 98115,USA
2014-06-02 18:34:29,930698.610631754,4.0,2.88,3501,81938,1.8,0,0,3,2706,455,1987,1906,11414 SE 230th Pl,Seattle,WA 98074,USA
2014-05-31 04:35:30,834056.6356179041,4.0,2.43,2839,56401,1.1,0,1,5,1600,941,1932,1081,22913 NE 20th Pl,Sammamish,WA 98148,USA
2014-05-12 08:06:58,1146826.987385319,3.0,2.3,1647,60271,1.1,0,0,3,1382,181,1990,1899,4812 S Chicago St,Kenmore,WA 98168,USA
2014-06-08 08:30:14,525647.3418776684,2.0,0.91,400,10220,1.6,0,0,2,514,46,1965,2007,3654 254th Ave SE,Seattle,WA 98023,USA
2014-06-05 23:10:23,932556.8743366492,4.0,3.58,3752,70077,1.9,0,2,4,2975,602,1962,1212,9531 S 204th Pl,Seattle,WA 98019,USA
2014-05-29 17:36:42,2643150.815839044,3.0,2.8,2197,4337,2.3,0,0,3,2282,70,2014,157,14114 SE 198th St,Renton,WA 98033,USA
2014-06-09 16:45:50,276572.884392778,3.0,2.26,1549,31479,1.2,0,0,4,996,470,1950,1050,4703-4707 4th Ave NE,Bellevue,WA 98188,USA
2014-06-17 13:49:51,275997.8424559701,4.0,2.52,3022,20554,1.7,0,1,4,3280,28,1983,624,22442-22446 Southeast 281st Court,SeaTac,WA 98034,USA
2014-05-22 21:06:28,446865.39478064666,3.0,3.03,1870,75834,1.4,0,0,4,1330,612,1989,921,5452 31st Ave SW,Redmond,WA 98029,USA
2014-05-21 15:48:40,60674.374941466,3.0,2.13,1442,12374,1.4,0,0,3,1469,411,2003,1438,3824 35th Ave SW,Kenmore,WA 98118,USA
2014-06-09 18:52:36,965433.1126311892,4.0,3.05,2822,12649,1.8,0,1,3,2379,554,1919,1321,3809 SW Findlay St,Seattle,WA 98092,USA
2014-05-24 02:50:02,1063022.0724062885,5.0,2.34,2717,43367,1.4,0,1,3,2509,354,2005,971,4356 SW Concord St,Woodinville,WA 98028,USA
2014-06-14 15:49:42,799470.9087272349,3.0,1.68,1240,75036,1.5,0,1,4,946,215,1935,1929,9553 Interlake Ave N,Woodinville,WA 98022,USA
2014-06-22 06:27:34,1994841.8014579315,4.0,2.24,2192,10462,1.3,0,1,3,1926,365,1995,305,206 W Boston St,Redmond,WA 98053,USA
2014-07-02 08:33:12,973275.2076488662,3.0,3.21,2801,14314,1.5,0,1,4,2042,987,1982,1999,20824-20836 Occidental Ave S,Issaquah,WA 98118,USA
2014-05-28 21:00:53,274288.54818653804,5.0,3.25,2687,22598,1.7,0,1,4,2222,584,1931,810,7732 Seward Park Ave S,Newcastle,WA 98136,USA
2014-06-22 09:03:23,129107.21639460528,2.0,0.65,391,14492,1.3,0,0,5,381,393,1929,40,24292 141st Pl SE,Maple Valley,WA 98116,USA
2014-07-07 11:16:01,2399929.969330437,4.0,3.83,3949,46462,1.4,0,0,2,3275,481,2005,2011,419 Federal Ave E,Seattle,WA 98115,USA
2014-05-15 03:00:27,64560.51100990461,1.0,0.77,604,2808,1.4,0,0,3,527,375,1961,541,8054 Brooklyn Ave NE,Seattle,WA 98027,USA
2014-05-28 12:18:19,2176479.5862370366,4.0,3.97,3264,14135,1.5,0,1,3,2641,648,2011,397,13002 23rd Ave S,Renton,WA 98001,USA
2014-06-20 14:10:03,1600260.096964406,3.0,1.6,2467,21879,1.8,0,1,3,2048,320,1969,1350,321 246th Way SE,Seattle,WA 98103,USA
2014-05-24 08:00:50,604600.1407725834,3.0,2.88,2957,68204,1.8,0,2,4,2575,309,1917,1328,2647 22nd Ave W,Redmond,WA 98056,USA
2014-06-17 14:14:50,174913.7838522233,2.0,2.5,2673,87441,2.0,0,0,3,3413,19,1997,871,17917 162nd Pl SE,Shoreline,WA 98003,USA
2014-05-23 08:06:06,78764.6477913748,4.0,2.1,766,51728,1.1,0,0,4,534,652,1982,317,21837 NE 102nd St,Snoqualmie,WA 98065,USA
2014-05-17 07:26:08,8813.785311639542,3.0,2.23,852,14723,1.1,0,1,4,402,1326,1983,328,17620 SE 121st Pl,Burien,WA 98136,USA
2014-06-27 01:35:41,715988.281317742,4.0,3.97,3028,10604,1.6,0,1,5,2120,696,2007,668,463 Pasco Pl NE,Seattle,WA 98001,USA
2014-05-10 07:31:55,141521.83311377067,4.0,2.25,2457,24946,1.2,0,0,4,1287,948,1953,364,4532 13th Ave S,North Bend,WA 98038,USA
2014-05-12 22:45:00,503775.9312982141,5.0,3.16,3900,55502,2.6,0,1,3,3643,397,1998,1468,2043 NE 98th St,Federal Way,WA 98042,USA
2014-06-22 02:07:48,576505.8858177746,4.0,2.57,2367,27113,2.0,0,0,4,1804,528,1983,1256,19121 NE 173rd St,Renton,WA 98198,USA
2014-06-06 23:56:24,752106.7920634018,4.0,2.17,2429,9926,1.6,0,1,4,1692,815,1944,377,4519 33rd Ave S,Seattle,WA 98059,USA
2014-06-14 01:36:51,696358.9703735721,4.0,1.88,1918,36643,1.1,0,1,5,1103,790,1905,294,16828 SE 251 St,Issaquah,WA 98042,USA
2014-05-26 07:12:39,407242.0861641457,3.0,1.46,1012,24252,1.1,0,0,3,751,296,1977,883,4404 SW 101st St,Woodinville,WA 98045,USA
2014-06-24 09:17:10,2175594.901034332,3.0,2.19,2480,54876,1.9,0,0,4,2171,448,1943,1273,6006 41st Ave SW,Seattle,WA 98042,USA
2014-05-18 12:47:56,360192.099116404,4.0,2.72,2775,71438,2.0,0,0,4,2194,484,2000,315,12701 2nd Ave SW,Seattle,WA 98075,USA
2014-06-06 10:39:16,1517029.360226557,4.0,2.6,3068,49679,1.8,0,2,4,2399,715,1978,950,Adair Creek Trail,Seattle,WA 98059,USA
2014-05-28 22:26:47,1718973.1794594603,4.0,2.87,3811,61894,2.1,0,1,3,3125,470,2001,1701,3958 S Lucile St,Renton,WA 98027,USA
2014-07-06 01:56:20,283720.7795387128,2.0,0.57,480,2463,1.1,0,0,4,376,839,1922,1167,2929 200th Ave SE,Seattle,WA 98155,USA
2014-06-05 02:40:24,618143.5907652554,4.0,2.02,2045,51961,1.3,0,0,3,1596,390,1947,189,13800 453rd Ave SE,Redmond,WA 98075,USA
2014-05-15 03:10:20,1357512.5629191466,3.0,1.22,1957,89515,1.4,0,1,5,1554,376,1905,1774,7617 245th Way NE,Seattle,WA 98059,USA
2014-06-15 00:43:24,1997319.6864945027,5.0,3.35,3031,64368,2.0,0,0,4,2869,294,1978,1912,101-115 26th Ave,Issaquah,WA 98038,USA
2014-07-01 05:11:18,1472898.050943632,2.0,2.02,1940,7437,2.3,0,1,3,2530,21,2003,1173,227 152nd Pl SE,Renton,WA 98004,USA
2014-06-07 12:38:28,1101336.944637062,6.0,3.25,4113,3300,2.5,0,0,4,3558,618,2006,565,17449 Sylvester Rd SW,Seattle,WA 98053,USA
2014-06-16 07:11:18,169088.9773918067,2.0,1.89,1396,7382,1.4,0,0,3,1710,74,1999,804,4009 97th Ave SE,Kent,WA 98004,USA
2014-06-29 22:27:15,705454.6432770356,1.0,1.84,953,46666,1.2,0,1,4,1017,171,1982,835,35039 41st Pl S,Renton,WA 98030,USA
2014-06-19 15:00:19,47580.98804909896,2.0,1.24,611,3258,1.6,0,1,4,841,98,1974,375,5703 Charlotte Ave SE,Maple Valley,WA 98002,USA
2014-06-14 08:30:34,748627.4828388253,1.0,0.5,1381,41837,1.1,0,1,4,1016,372,1940,1670,645 West Lake Sammamish Pkwy NE,Lake Forest Park,WA 98072,USA
2014-05-18 02:27:24,1174659.3381121978,3.0,1.85,1368,4107,1.2,0,1,4,957,296,1981,1195,2703 NE 123rd St,Redmond,WA 98118,USA
2014-05-22 13:53:30,210323.18237140763,5.0,2.47,2645,35041,1.1,0,1,3,1549,1038,1998,337,1814 1st Ave W,Issaquah,WA 98103,USA
2014-06-06 11:52:31,1431005.773166449,3.0,2.73,1857,2494,2.2,0,0,2,1934,131,2008,708,10805 177th Ct NE,Bothell,WA 98006,USA
2014-06-11 02:59:49,469799.6785183335,5.0,3.48,3782,13087,2.8,0,1,4,3352,540,1998,325,3714 S 128th St,Kent,WA 98030,USA
2014-06-16 15:46:33,1318391.4548962167,4.0,2.65,2803,41941,2.1,0,0,3,3306,48,2003,1272,9181 226th Pl NE,Shoreline,WA 98022,USA
2014-05-19 07:35:17,545554.0231034369,2.0,1.74,2254,28715,1.7,0,1,3,1959,210,1976,1808,14937 20th Ave SW,Renton,WA 98116,USA
2014-06-30 11:50:25,309075.7738823152,2.0,1.53,1343,63718,1.0,0,0,4,855,562,1968,67,15451 22nd Ave SW,Auburn,WA 98065,USA
2014-05-15 10:54:59,498125.9244944252,4.0,2.42,1458,52393,1.4,0,0,3,1775,26,2003,1588,3911 S 328th St,Duvall,WA 98008,USA
2014-06-10 17:55:50,334487.49941263907,2.0,2.25,1280,28606,2.0,0,0,3,1589,77,1966,706,1712 S Dawson St,Seattle,WA 98178,USA
2014-05-27 11:07:48,279534.4891812302,4.0,1.34,1805,63307,1.6,0,0,3,1503,221,1973,1957,35650 30th Ave S,Redmond,WA 98058,USA
2014-05-26 09:51:41,629620.0904788484,3.0,1.98,2352,19838,1.4,0,0,3,2097,217,1991,1192,3709 S 256th Ct,Issaquah,WA 98144,USA
2014-07-08 01:58:06,481098.14446709614,2.0,1.81,1100,3250,1.0,0,1,4,557,998,1962,345,26008 SE 23rd Pl,Seattle,WA 98053,USA
2014-06-26 10:12:52,369163.3373991943,2.0,0.84,1266,55291,1.2,0,1,3,931,419,1925,1994,14429 22nd Ave SW,Seattle,WA 98155,USA
2014-07-05 00:42:02,453269.5999789045,2.0,2.08,874,10725,1.3,0,0,3,918,176,1986,1444,17813 NE 8th Pl,Kirkland,WA 98077,USA
2014-06-01 13:40:59,603402.2590084425,3.0,1.59,1858,43682,1.8,0,0,4,2019,153,1952,880,14021 NE 62nd St,Redmond,WA 98033,USA
2014-05-31 14:53:49,376516.1452675228,4.0,2.72,2859,31746,2.0,0,2,4,2539,327,2005,521,8520 Interlake Ave N,Woodinville,WA 98105,USA
2014-06-21 14:12:57,2208419.9511929555,5.0,2.21,3251,53068,1.6,0,1,4,2793,290,1957,880,832 Summerhill Ridge Dr NW,Seattle,WA 98112,USA
2014-06-10 03:13:52,55366.74573625586,2.0,1.27,550,6242,1.0,0,1,4,451,537,1954,921,6520-6588 8th Ave NW,Seattle,WA 98133,USA
2014-06-30 01:58:52,851149.8957863244,3.0,0.75,802,29441,1.1,0,0,2,1027,45,1951,1451,34006 SE Salal St,Seattle,WA 98125,USA
2014-06-30 00:14:53,768788.9480377967,1.0,0.94,926,10027,1.1,0,2,4,894,352,1909,1578,1027B NE 130th St,Seattle,WA 98118,USA
2014-06-17 13:01:05,1200223.5501054318,5.0,3.82,3610,21992,2.3,0,0,4,2927,593,1999,516,20208 1st Pl S,Renton,WA 98033,USA
2014-06-11 07:16:31,2247827.077595049,4.0,1.67,1135,45941,1.1,0,0,3,801,588,1992,1874,3225 NE 92nd St,Federal Way,WA 98033,USA
2014-05-30 00:13:40,1510937.7801946355,4.0,1.95,1535,42668,2.1,0,1,5,2239,10,1946,539,24429 12th Ave S,Bellevue,WA 98178,USA
2014-05-18 04:01:36,886656.2479662267,4.0,2.57,2278,29115,2.1,0,0,3,2667,56,1977,469,1630 S 231st Pl,Issaquah,WA 98006,USA
2014-05-11 06:26:31,52755.10439223694,2.0,0.46,439,18256,1.7,0,0,5,864,5,1943,1531,10218 Aqua Way S,Seattle,WA 98042,USA
2014-07-01 20:56:09,1474330.6098497375,4.0,1.72,2432,16914,1.1,0,1,4,1544,608,1911,1849,11332 30th Ave NE,Renton,WA 98027,USA
2014-06-06 09:19:21,1956200.4152624416,3.0,3.2,3623,53245,1.5,0,0,3,3055,433,2001,1270,52435 SE 496th Pl,Renton,WA 98056,USA
2014-06-14 22:29:42,653644.4782073883,3.0,2.05,2303,14267,1.8,0,0,4,1587,802,2007,485,2511 NE 65th St,Seattle,WA 98092,USA
2014-05-24 12:35:32,161246.54944872693,2.0,2.13,2177,31906,1.4,0,1,4,1720,544,1977,14,463 Pasco Pl NE,Seattle,WA 98040,USA
2014-06-18 21:10:36,419134.6884183983,4.0,2.77,3041,67130,1.3,0,1,4,2808,244,1955,957,26306 127th Ave SE,Kirkland,WA 98146,USA
2014-06-14 07:17:52,59222.79449535173,3.0,1.47,1430,34949,1.3,0,0,4,1282,355,1988,290,20337 156th Ave NE,Duvall,WA 98001,USA
2014-06-12 20:02:51,7861.214110869245,2.0,1.57,551,2110,1.8,0,0,3,901,17,2003,1791,820 NW 64th St,Bothell,WA 98155,USA
2014-06-15 06:10:55,843993.5008124012,4.0,1.92,1896,65460,1.4,0,1,3,1135,916,1939,1355,16021 NE 203rd Pl,Seattle,WA 98059,USA
2014-05-25 11:49:23,744636.4032704888,4.0,2.68,2745,30199,1.5,0,0,3,2130,316,2007,702,416 SW 130th St,Seattle,WA 98056,USA
2014-05-02 21:21:39,1140425.630195269,2.0,1.39,1881,54216,1.2,0,1,4,2067,142,1917,1808,18923 SE 416th St,Seattle,WA 98004,USA
2014-06-23 20:06:27,290143.1604226907,5.0,2.05,3832,45855,2.3,0,3,4,3591,83,1930,920,633 NW 116th St,Auburn,WA 98117,USA
2014-06-03 14:20:15,1553718.1775795217,3.0,2.17,2922,55061,1.4,0,1,3,1938,1252,1937,1504,29656 232nd Ave SE,Seattle,WA 98112,USA
2014-07-02 20:59:41,1752072.4768964252,3.0,3.42,4413,65752,2.6,0,1,3,4451,197,1998,1020,10606 NE 143rd Pl,Kirkland,WA 98103,USA
2014-06-15 01:53:04,224956.43249291228,3.0,1.55,1206,26334,1.1,0,1,3,784,501,1927,1976,10025-10037 31st Ave SW,Auburn,WA 98030,USA
2014-06-15 05:44:12,970251.638786128,3.0,2.8,2323,14733,1.9,0,1,4,1993,407,1996,233,41936 SE 168th St,Seattle,WA 98103,USA
2014-05-15 07:59:44,836168.0467169953,3.0,2.66,2654,55408,1.4,0,1,3,2805,146,1992,1855,15018 NE 10th Pl,Clyde Hill,WA 98166,USA
2014-05-12 10:32:07,649079.901450821,4.0,1.67,1737,18465,1.5,0,1,4,1013,797,1983,1582,32740-32998 30th Ave SW,Redmond,WA 98105,USA
2014-06-06 11:53:50,946488.5778651217,3.0,1.43,1421,21550,1.3,0,0,4,1907,8,1987,992,17026 426th Ave SE,Bellevue,WA 98075,USA
2014-05-20 11:28:14,340096.0300479731,1.0,0.22,723,7337,1.0,0,0,4,500,491,1979,967,26621 SE 22nd Way,Seattle,WA 98103,USA
2014-06-04 06:43:04,1343168.1534960363,2.0,2.34,2126,26596,1.2,0,0,5,1325,949,1988,1084,27469-27501 SE 154th Pl,Federal Way,WA 98125,USA
2014-05-25 18:30:43,243057.2336962632,2.0,1.58,727,10161,1.8,0,0,4,1016,188,1968,523,4117 Bagley Ave N,Seattle,WA 98033,USA
2014-05-16 02:40:17,333061.81133703253,5.0,2.87,2668,22683,1.5,0,0,4,2441,225,1980,348,21909 NE 141st St,Lake Forest Park,WA 98040,USA
2014-06-16 17:00:15,1126642.4927808477,2.0,0.41,1455,4752,1.1,0,1,3,867,748,1922,1886,16518-16526 147th Ave SE,Seattle,WA 98077,USA
2014-06-28 08:58:46,1363060.9214322653,4.0,2.55,1866,27944,2.0,0,1,3,1662,370,1984,1305,8329 27th Ave NW,Issaquah,WA 98117,USA
2014-06-13 01:18:44,964436.482111675,4.0,2.4,2249,21394,2.0,0,1,3,2553,134,1962,679,29678 130th Way SE,Renton,WA 98032,USA
